event_name,event_date,event_location,winner,fighter_a_name,fighter_b_name,weightclass,method_of_victory,round_of_victory,time_of_victory,time_format,referee,title_fight,gender,Fighter A Odds,Fighter A Avg Odds,Fighter A Best Odds,Fighter B Odds,Fighter B Avg Odds,Fighter B Best Odds
UFC Fight Night: Moraes vs. Sandhagen,2020-10-10,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Tony Kelley,Tony Kelley,Ali AlQaisi,Bantamweight,Decision - Unanimous,3,5:00,3,Lukasz Bosacki,False,men,[],,,[],,
UFC Fight Night: Moraes vs. Sandhagen,2020-10-10,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Tracy Cortez,Tracy Cortez,Stephanie Egger,Bantamweight,Decision - Unanimous,3,5:00,3,Kevin Sataki,False,women,[],,,[],,
UFC Fight Night: Holm vs. Aldana,2020-10-03,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Kyler Phillips,Kyler Phillips,Cameron Else,Bantamweight,KO/TKO,2,0:44,3,Marc Goddard,False,men,[],,,[],,
UFC Fight Night: Holm vs. Aldana,2020-10-03,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Nassourdine Imavov,Nassourdine Imavov,Jordan Williams,Middleweight,Decision - Unanimous,3,5:00,3,Kevin Sataki,False,men,[],,,[],,
UFC 253: Adesanya vs. Costa,2020-09-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Ludovit Klein,Ludovit Klein,Shane Young,Featherweight,KO/TKO,1,1:16,3,Kevin Sataki,False,men,[],,,[],,
UFC 253: Adesanya vs. Costa,2020-09-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",William Knight,William Knight,Aleksa Camur,Light heavyweight,Decision - Unanimous,3,5:00,3,Lukasz Bosacki,False,men,[],,,[],,
UFC 253: Adesanya vs. Costa,2020-09-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Danilo Marques,Danilo Marques,Khadis Ibragimov,Light heavyweight,Decision - Unanimous,3,5:00,3,Jason Herzog,False,men,[],,,[],,
UFC Fight Night: Covington vs. Woodley,2020-09-19,"Las Vegas, Nevada, USA",Darrick Minner,Darrick Minner,TJ Laramie,Featherweight,Submission,1,0:52,3,Dan Miragliotta,False,men,[],,,[],,
UFC Fight Night: Covington vs. Woodley,2020-09-19,"Las Vegas, Nevada, USA",Tyson Nam,Tyson Nam,Jerome Rivera,Bantamweight,KO/TKO,2,0:34,3,Chris Tognoni,False,men,[],,,[],,
UFC Fight Night: Waterson vs. Hill,2020-09-12,"Las Vegas, Nevada, USA",King Green,King Green,Alan Patrick,Lightweight,Decision - Unanimous,3,5:00,3,Herb Dean,False,men,[],,,"[{'Bookmaker': 'Unibet', 'Odds Price': 205}, {'Bookmaker': 'FanDuel', 'Odds Price': 220}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 215}, {'Bookmaker': 'DraftKings', 'Odds Price': 205}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 215}, {'Bookmaker': 'Bookmaker', 'Odds Price': 204}, {'Bookmaker': 'MyBookie.ag', 'Odds Price': 210}, {'Bookmaker': 'Betfair', 'Odds Price': 260}, {'Bookmaker': 'Betfair', 'Odds Price': 290}]",223.0,"{'Odds': 290, 'Bookmaker': 'Betfair'}"
UFC Fight Night: Waterson vs. Hill,2020-09-12,"Las Vegas, Nevada, USA",NC,Roosevelt Roberts,Kevin Croom,Lightweight,Overturned,1,0:31,3,Chris Tognoni,False,men,[],,,[],,
UFC Fight Night: Waterson vs. Hill,2020-09-12,"Las Vegas, Nevada, USA",Alexandr Romanov,Alexandr Romanov,Roque Martinez,Heavyweight,Submission,2,4:22,3,Mark Smith,False,men,[],,,[],,
UFC Fight Night: Smith vs. Rakic,2020-08-29,"Las Vegas, Nevada, USA",Ricardo Lamas,Ricardo Lamas,Bill Algeo,Featherweight,Decision - Unanimous,3,5:00,3,Mark Smith,False,men,[],,,[],,
UFC Fight Night: Smith vs. Rakic,2020-08-29,"Las Vegas, Nevada, USA",Impa Kasanganay,Impa Kasanganay,Maki Pitolo,Middleweight,Decision - Unanimous,3,5:00,3,Jason Herzog,False,men,[],,,[],,
UFC Fight Night: Smith vs. Rakic,2020-08-29,"Las Vegas, Nevada, USA",Alex Caceres,Alex Caceres,Austin Springer,Featherweight,Submission,1,3:38,3,Chris Tognoni,False,men,[],,,[],,
UFC Fight Night: Munhoz vs. Edgar,2020-08-22,"Las Vegas, Nevada, USA",Jordan Wright,Jordan Wright,Ike Villanueva,Light heavyweight,TKO - Doctor's Stoppage,1,1:31,3,Jason Herzog,False,men,[],,,[],,
UFC Fight Night: Munhoz vs. Edgar,2020-08-22,"Las Vegas, Nevada, USA",Matthew Semelsberger,Matthew Semelsberger,Carlton Minus,Welterweight,Decision - Unanimous,3,5:00,3,Mark Smith,False,men,[],,,[],,
UFC Fight Night: Munhoz vs. Edgar,2020-08-22,"Las Vegas, Nevada, USA",NC,Timur Valiev,Trevin Jones,Catchweight,Overturned,2,1:59,3,Chris Tognoni,False,men,[],,,[],,
UFC 252: Miocic vs. Cormier 3,2020-08-15,"Las Vegas, Nevada, USA",Kai Kamaka,Kai Kamaka,Tony Kelley,Featherweight,Decision - Unanimous,3,5:00,3,Chris Tognoni,False,men,[],,,[],,
UFC Fight Night: Lewis vs. Oleinik,2020-08-08,"Las Vegas, Nevada, USA",Derrick Lewis,Derrick Lewis,Aleksei Oleinik,Heavyweight,KO/TKO,2,0:21,5,Herb Dean,False,men,[],,,[],,
UFC Fight Night: Lewis vs. Oleinik,2020-08-08,"Las Vegas, Nevada, USA",Darren Stewart,Darren Stewart,Maki Pitolo,Middleweight,Submission,1,3:41,3,Chris Tognoni,False,men,[],,,[],,
UFC Fight Night: Lewis vs. Oleinik,2020-08-08,"Las Vegas, Nevada, USA",Yana Santos,Yana Santos,Julija Stoliarenko,Bantamweight,Decision - Unanimous,3,5:00,3,Mark Smith,False,women,[],,,[],,
UFC Fight Night: Lewis vs. Oleinik,2020-08-08,"Las Vegas, Nevada, USA",Kevin Holland,Kevin Holland,Joaquin Buckley,Middleweight,KO/TKO,3,0:32,3,Mark Smith,False,men,[],,,[],,
UFC Fight Night: Lewis vs. Oleinik,2020-08-08,"Las Vegas, Nevada, USA",Gavin Tucker,Gavin Tucker,Justin Jaynes,Featherweight,Submission,3,1:43,3,Jason Herzog,False,men,[],,,[],,
UFC Fight Night: Lewis vs. Oleinik,2020-08-08,"Las Vegas, Nevada, USA",Youssef Zalal,Youssef Zalal,Peter Barrett,Featherweight,Decision - Unanimous,3,5:00,3,Mark Smith,False,men,[],,,[],,
UFC Fight Night: Lewis vs. Oleinik,2020-08-08,"Las Vegas, Nevada, USA",Irwin Rivera,Irwin Rivera,Ali AlQaisi,Bantamweight,Decision - Split,3,5:00,3,Chris Tognoni,False,men,[],,,[],,
UFC Fight Night: Brunson vs. Shahbazyan,2020-08-01,"Las Vegas, Nevada, USA",King Green,King Green,Lando Vannata,Lightweight,Decision - Unanimous,3,5:00,3,Herb Dean,False,men,[],,,"[{'Bookmaker': 'LowVig.ag', 'Odds Price': -159}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -159}, {'Bookmaker': 'FanDuel', 'Odds Price': -154}, {'Bookmaker': 'Betfair', 'Odds Price': -145}, {'Bookmaker': 'Betfair', 'Odds Price': -143}, {'Bookmaker': 'Unibet', 'Odds Price': -147}, {'Bookmaker': 'DraftKings', 'Odds Price': -147}, {'Bookmaker': 'Bookmaker', 'Odds Price': -161}]",-152.0,"{'Odds': -143, 'Bookmaker': 'Betfair'}"
UFC Fight Night: Brunson vs. Shahbazyan,2020-08-01,"Las Vegas, Nevada, USA",Nate Maness,Nate Maness,Johnny Munoz,Featherweight,Decision - Unanimous,3,5:00,3,Mark Smith,False,men,[],,,[],,
UFC Fight Night: Brunson vs. Shahbazyan,2020-08-01,"Las Vegas, Nevada, USA",Jamall Emmers,Jamall Emmers,Vince Cachero,Featherweight,Decision - Unanimous,3,5:00,3,Jason Herzog,False,men,[],,,[],,
UFC Fight Night: Brunson vs. Shahbazyan,2020-08-01,"Las Vegas, Nevada, USA",Draw,Chris Gutierrez,Cody Durden,Bantamweight,Decision - Unanimous,3,5:00,3,Chris Tognoni,False,men,[],,,[],,
UFC Fight Night: Whittaker vs. Till,2020-07-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Khamzat Chimaev,Khamzat Chimaev,Rhys McKee,Welterweight,KO/TKO,1,3:09,3,Rich Mitchell,False,men,[],,,[],,
UFC Fight Night: Whittaker vs. Till,2020-07-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Francisco Trinaldo,Francisco Trinaldo,Jai Herbert,Lightweight,KO/TKO,3,1:30,3,Herb Dean,False,men,[],,,[],,
UFC Fight Night: Whittaker vs. Till,2020-07-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",NC,Nicolas Dalby,Jesse Ronson,Welterweight,Overturned,1,2:48,3,Marc Goddard,False,men,[],,,[],,
UFC Fight Night: Whittaker vs. Till,2020-07-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Tom Aspinall,Tom Aspinall,Jake Collier,Heavyweight,KO/TKO,1,0:45,3,Daniel Movahedi,False,men,[],,,[],,
UFC Fight Night: Whittaker vs. Till,2020-07-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Tanner Boser,Tanner Boser,Raphael Pessoa,Heavyweight,KO/TKO,2,2:36,3,Herb Dean,False,men,[],,,[],,
UFC Fight Night: Whittaker vs. Till,2020-07-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Pannie Kianzad,Pannie Kianzad,Bethe Correia,Bantamweight,Decision - Unanimous,3,5:00,3,Rich Mitchell,False,women,[],,,[],,
UFC Fight Night: Whittaker vs. Till,2020-07-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Ramazan Emeev,Ramazan Emeev,Niklas Stolze,Welterweight,Decision - Unanimous,3,5:00,3,Daniel Movahedi,False,men,[],,,[],,
UFC Fight Night: Whittaker vs. Till,2020-07-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Nathaniel Wood,Nathaniel Wood,John Castaneda,Bantamweight,Decision - Unanimous,3,5:00,3,Marc Goddard,False,men,[],,,[],,
UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Askar Askarov,Askar Askarov,Alexandre Pantoja,Flyweight,Decision - Unanimous,3,5:00,3,Marc Goddard,False,men,[],,,[],,
UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Roman Dolidze,Roman Dolidze,Khadis Ibragimov,Light heavyweight,KO/TKO,1,4:15,3,Herb Dean,False,men,[],,,[],,
UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Amir Albazi,Amir Albazi,Malcolm Gordon,Bantamweight,Submission,1,4:42,3,Herb Dean,False,men,[],,,[],,
UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Serghei Spivac,Serghei Spivac,Carlos Felipe,Heavyweight,Decision - Majority,3,5:00,3,Rich Mitchell,False,men,"[{'Bookmaker': 'MyBookie.ag', 'Odds Price': -185}, {'Bookmaker': 'FanDuel', 'Odds Price': -179}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -179}, {'Bookmaker': 'Bookmaker', 'Odds Price': -175}, {'Bookmaker': 'Betfair', 'Odds Price': -169}, {'Bookmaker': 'Betfair', 'Odds Price': -159}, {'Bookmaker': 'DraftKings', 'Odds Price': -175}, {'Bookmaker': 'Unibet', 'Odds Price': -175}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -182}]",-175.0,"{'Odds': -159, 'Bookmaker': 'Betfair'}",[],,
UFC Fight Night: Kattar vs. Ige,2020-07-15,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Mounir Lazzez,Mounir Lazzez,Abdul Razak Alhassan,Welterweight,Decision - Unanimous,3,5:00,3,Daniel Movahedi,False,men,[],,,[],,
UFC Fight Night: Kattar vs. Ige,2020-07-15,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Khamzat Chimaev,Khamzat Chimaev,John Phillips,Middleweight,Submission,2,1:12,3,Herb Dean,False,men,[],,,"[{'Bookmaker': 'Betfair', 'Odds Price': 680}, {'Bookmaker': 'Betfair', 'Odds Price': 780}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 550}, {'Bookmaker': 'FanDuel', 'Odds Price': 570}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 550}, {'Bookmaker': 'Bookmaker', 'Odds Price': 479}, {'Bookmaker': 'DraftKings', 'Odds Price': 475}, {'Bookmaker': 'MyBookie.ag', 'Odds Price': 495}]",559.0,"{'Odds': 780, 'Bookmaker': 'Betfair'}"
UFC Fight Night: Kattar vs. Ige,2020-07-15,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Modestas Bukauskas,Modestas Bukauskas,Andreas Michailidis,Light heavyweight,KO/TKO,1,5:00,3,Daniel Movahedi,False,men,[],,,[],,
UFC Fight Night: Kattar vs. Ige,2020-07-15,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Liana Jojua,Liana Jojua,Diana Belbita,Flyweight,Submission,1,2:43,3,Rich Mitchell,False,women,[],,,[],,
UFC 251: Usman vs. Masvidal,2020-07-11,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Jiri Prochazka,Jiri Prochazka,Volkan Oezdemir,Light heavyweight,KO/TKO,2,0:49,3,Marc Goddard,False,men,[],,,[],,
UFC 251: Usman vs. Masvidal,2020-07-11,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Leonardo Santos,Leonardo Santos,Roman Bogatov,Lightweight,Decision - Unanimous,3,5:00,3,Marc Goddard,False,men,[],,,[],,
UFC 251: Usman vs. Masvidal,2020-07-11,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Marcin Tybura,Marcin Tybura,Maxim Grishin,Heavyweight,Decision - Unanimous,3,5:00,3,Herb Dean,False,men,[],,,[],,
UFC 251: Usman vs. Masvidal,2020-07-11,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Raulian Paiva,Raulian Paiva,Zhalgas Zhumagulov,Flyweight,Decision - Unanimous,3,5:00,3,Leon Roberts,False,men,[],,,[],,
UFC 251: Usman vs. Masvidal,2020-07-11,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Karol Rosa,Karol Rosa,Vanessa Melo,Bantamweight,Decision - Unanimous,3,5:00,3,Daniel Movahedi,False,women,[],,,[],,
UFC Fight Night: Poirier vs. Hooker,2020-06-27,"Las Vegas, Nevada, USA",Brendan Allen,Brendan Allen,Kyle Daukaus,Middleweight,Decision - Unanimous,3,5:00,3,Chris Tognoni,False,men,[],,,[],,
UFC Fight Night: Poirier vs. Hooker,2020-06-27,"Las Vegas, Nevada, USA",Takashi Sato,Takashi Sato,Jason Witt,Welterweight,KO/TKO,1,0:48,3,Chris Tognoni,False,men,[],,,[],,
UFC Fight Night: Poirier vs. Hooker,2020-06-27,"Las Vegas, Nevada, USA",Julian Erosa,Julian Erosa,Sean Woodson,Catchweight,Submission,3,2:44,3,Keith Peterson,False,men,[],,,[],,
UFC Fight Night: Poirier vs. Hooker,2020-06-27,"Las Vegas, Nevada, USA",Khama Worthy,Khama Worthy,Luis Pena,Lightweight,Submission,3,2:53,3,Mark Smith,False,men,[],,,[],,
UFC Fight Night: Poirier vs. Hooker,2020-06-27,"Las Vegas, Nevada, USA",Tanner Boser,Tanner Boser,Philipe Lins,Heavyweight,KO/TKO,1,2:41,3,Herb Dean,False,men,[],,,[],,
UFC Fight Night: Poirier vs. Hooker,2020-06-27,"Las Vegas, Nevada, USA",Kay Hansen,Kay Hansen,Jinh Yu Frey,Strawweight,Submission,3,2:26,3,Keith Peterson,False,women,[],,,[],,
UFC Fight Night: Poirier vs. Hooker,2020-06-27,"Las Vegas, Nevada, USA",Youssef Zalal,Youssef Zalal,Jordan Griffin,Featherweight,Decision - Unanimous,3,5:00,3,Herb Dean,False,men,[],,,[],,
UFC Fight Night: Blaydes vs. Volkov,2020-06-20,"Las Vegas, Nevada, USA",Tecia Pennington,Tecia Pennington,Brianna Fortino,Strawweight,Decision - Unanimous,3,5:00,3,Mark Smith,False,women,[],,,[],,
UFC Fight Night: Blaydes vs. Volkov,2020-06-20,"Las Vegas, Nevada, USA",Justin Jaynes,Justin Jaynes,Frank Camacho,Lightweight,KO/TKO,1,0:41,3,Herb Dean,False,men,[],,,[],,
UFC Fight Night: Blaydes vs. Volkov,2020-06-20,"Las Vegas, Nevada, USA",Austin Hubbard,Austin Hubbard,Max Rohskopf,Lightweight,TKO - Doctor's Stoppage,2,5:00,3,Mark Smith,False,men,[],,,[],,
UFC Fight Night: Eye vs. Calvillo,2020-06-13,"Las Vegas, Nevada, USA",Andre Fili,Andre Fili,Charles Jourdain,Featherweight,Decision - Split,3,5:00,3,Chris Tognoni,False,men,[],,,[],,
UFC Fight Night: Eye vs. Calvillo,2020-06-13,"Las Vegas, Nevada, USA",Mariya Agapova,Mariya Agapova,Hannah Cifers,Flyweight,Submission,1,2:42,3,Dan Miragliotta,False,women,[],,,[],,
UFC Fight Night: Eye vs. Calvillo,2020-06-13,"Las Vegas, Nevada, USA",Merab Dvalishvili,Merab Dvalishvili,Gustavo Lopez,Catchweight,Decision - Unanimous,3,5:00,3,Mark Smith,False,men,[],,,[],,
UFC Fight Night: Eye vs. Calvillo,2020-06-13,"Las Vegas, Nevada, USA",Tyson Nam,Tyson Nam,Zarrukh Adashev,Bantamweight,KO/TKO,1,0:32,3,Herb Dean,False,men,[],,,[],,
UFC Fight Night: Eye vs. Calvillo,2020-06-13,"Las Vegas, Nevada, USA",Christian Aguilera,Christian Aguilera,Anthony Ivy,Welterweight,KO/TKO,1,0:59,3,Dan Miragliotta,False,men,[],,,[],,
UFC 250: Nunes vs. Spencer,2020-06-06,"Las Vegas, Nevada, USA",Alex Caceres,Alex Caceres,Chase Hooper,Featherweight,Decision - Unanimous,3,5:00,3,Keith Peterson,False,men,[],,,[],,
UFC 250: Nunes vs. Spencer,2020-06-06,"Las Vegas, Nevada, USA",Maki Pitolo,Maki Pitolo,Charles Byrd,Middleweight,KO/TKO,2,1:10,3,Herb Dean,False,men,[],,,[],,
UFC 250: Nunes vs. Spencer,2020-06-06,"Las Vegas, Nevada, USA",Herbert Burns,Herbert Burns,Evan Dunham,Catchweight,Submission,1,1:20,3,Chris Tognoni,False,men,[],,,[],,
